id,address,number,municipality,latitude,longitude,postal_code,province
1231.0,Marksesteenweg ,5,Kortrijk,50.8241308,3.255838099792963,8500.0,West-Vlaanderen
1232.0,Bampslaan,23,Hasselt,50.9304482,5.3305722,3500.0,Limburg
1233.0,Jan Samijnstraat,1,Gent,51.0405515,3.7525518072600725,9050.0,Oost-Vlaanderen
1234.0,Geldroplaan,5,Dendermonde,51.0243162,4.1005605586561735,9200.0,Oost-Vlaanderen
1235.0,Lentestraat ,23,Antwerpen,51.10418695,4.7882978514152255,2018.0,Antwerpen
1236.0,Sint Jobstraat,196,Aalst,50.932049899999996,4.030113899015304,9300.0,Oost-Vlaanderen
1237.0,Bld de Waterloo ,0,Bruxelles,,,1000.0,Bruxelles-Brussel
1238.0,Place de la Justice ,16,Bruxelles,50.8439026,4.3546123,1000.0,Bruxelles-Brussel
1239.0,Place d Armes ,0,Namur,50.1962117,4.54349338542494,5000.0,Namur
1240.0,t Zand ,0,Brugge,51.204123,3.2192988,8000.0,West-Vlaanderen
1241.0,Bargeweg,0,Brugge,51.19657,3.226588,8000.0,West-Vlaanderen
1242.0,Rue Marché aux Herbes,104,Bruxelles,50.846703,4.3553869,1000.0,Bruxelles-Brussel
1243.0,Hopland,2,Antwerpen,51.2164144,4.4093343,2018.0,Antwerpen
1245.0,Eiermarkt ,0,Antwerpen,51.2195909,4.4026973,2018.0,Antwerpen
1246.0,Rue de l Evêque ,1,Bruxelles,50.8506823,4.3505843,1000.0,Bruxelles-Brussel
1247.0,Avenue Louise ,0,Bruxelles,50.8193837,4.3710905,1000.0,Bruxelles-Brussel
1248.0,Buiten Begijnevest,0,Brugge,51.1973481,3.2215116,8000.0,West-Vlaanderen
1249.0,Bld. De la Woluwe,0,Bruxelles,,,1200.0,Bruxelles-Brussel
1250.0,Brussels Airport,0,Zaventem,50.8952478,4.4860711,1930.0,Vlaams-Brabant
1251.0,Brussels Airport,0,Zaventem,50.8952478,4.4860711,1930.0,Vlaams-Brabant
